,age,height_cm,weight_kgs,positions,overall_rating,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),work_rate,body_type,release_clause_euro,club_rating,club_position,national_team,national_rating,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,interceptions,vision,penalties,marking,standing_tackle,sliding_tackle,tags
6148,19,167.64,59.9,RW,57,230000.0,2000.0,Right,1,3,2,Medium/ Low,Lean,621000.0,71.0,RES,0,,56,63,49,54,54,63,49,48,44,61,65,68,50,39,90,73,42,61,33,49,20,52,67,41,28,27,0.0
6149,25,182.88,74.8,"ST,RW,LW",57,140000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,214000.0,65.0,RES,0,,33,59,54,43,54,52,49,37,26,52,68,65,67,48,70,61,72,65,64,48,18,39,58,21,22,16,0.0
6150,20,178.5,67.1,ST,57,220000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,,65.0,SUB,0,,32,59,47,47,48,60,50,30,35,57,83,82,74,54,72,54,59,60,44,47,15,51,57,21,16,16,0.0
6151,20,181.0,62.1,CM,57,180000.0,1000.0,Left,1,2,2,High/ Medium,Normal,351000.0,62.0,SUB,0,,55,59,46,58,40,56,42,44,59,57,64,65,51,52,73,60,60,68,46,50,39,58,34,48,44,46,0.0
6152,20,167.64,57.2,LM,57,230000.0,3000.0,Right,1,2,3,Medium/ Medium,Lean,523000.0,67.0,RES,0,,54,49,47,54,34,58,41,34,52,57,74,74,67,49,71,48,63,38,42,37,43,50,35,41,44,42,0.0
6153,19,178.5,74.8,RM,57,220000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,413000.0,64.0,SUB,0,,47,44,30,52,39,64,45,34,39,59,81,80,72,48,74,55,66,60,49,42,35,50,41,40,27,31,0.0
6155,20,170.18,62.1,ST,57,190000.0,3000.0,Right,1,2,2,Medium/ Low,Lean,,65.0,RS,0,,39,62,47,48,52,62,46,41,45,59,64,59,67,56,73,56,56,50,41,55,17,50,54,13,15,12,0.0
6156,25,195.58,79.8,ST,57,140000.0,2000.0,Right,1,2,2,Medium/ Medium,Lean,256000.0,61.0,RES,0,,25,54,69,38,41,47,31,28,28,54,63,76,55,43,45,58,70,67,78,37,17,43,51,12,15,20,0.0
6157,20,170.18,64.9,"CAM,LM,CM",57,230000.0,4000.0,Right,1,3,2,Medium/ Medium,Lean,581000.0,70.0,RES,0,,48,48,44,56,43,60,46,43,56,60,75,71,76,50,84,53,54,51,40,37,27,53,51,41,41,43,0.0
6158,17,170.18,62.1,LM,57,180000.0,2000.0,Left,1,3,2,Medium/ Medium,Lean,455000.0,77.0,RES,0,,54,49,32,50,46,59,50,44,45,60,72,74,66,45,71,45,44,56,41,48,26,48,42,33,28,27,0.0
6159,19,175.26,68.0,RB,57,120000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,234000.0,63.0,SUB,0,,63,44,43,58,40,53,43,40,58,56,67,55,64,55,76,56,61,52,62,57,58,53,48,56,56,54,0.0
6160,20,175.26,73.0,"LB,LWB,LM",57,150000.0,1000.0,Left,1,3,2,Medium/ Medium,Normal,,64.0,RES,0,,58,37,38,54,30,60,46,25,44,53,82,75,81,52,76,41,70,54,44,36,55,44,37,52,54,52,0.0
6164,18,167.64,62.1,LB,57,190000.0,1000.0,Left,1,3,2,Medium/ Medium,Normal,394000.0,67.0,SUB,0,,53,31,45,44,25,58,48,30,38,50,79,84,85,47,75,30,57,70,34,26,49,41,41,55,54,51,0.0
6165,18,175.26,68.0,"CAM,LM,RM",57,210000.0,1000.0,Right,1,3,3,Medium/ Medium,Lean,436000.0,67.0,RES,0,,50,40,38,55,48,63,54,50,53,60,70,72,65,51,57,49,50,42,38,50,29,60,47,34,34,30,0.0
6166,21,193.04,78.0,"CB,RB,LB",57,180000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,428000.0,61.0,SUB,0,,42,20,53,35,22,38,33,32,36,30,72,74,70,53,56,33,68,58,72,26,54,39,33,56,58,56,0.0
6167,18,178.5,66.2,CB,57,190000.0,2000.0,Left,1,2,2,Medium/ Medium,Lean,551000.0,75.0,RES,0,,29,26,55,53,33,31,34,27,44,47,58,65,44,48,73,49,67,58,47,24,56,33,48,57,61,63,0.0
6168,19,182.88,69.9,ST,57,220000.0,1000.0,Right,1,3,3,Medium/ Low,Stocky,457000.0,67.0,RES,0,,41,61,48,50,48,60,41,32,34,56,81,78,63,49,53,52,44,40,58,53,14,51,50,20,12,10,0.0
6170,22,170.18,71.2,"LB,LWB",57,150000.0,1000.0,Left,1,2,2,High/ Medium,Normal,263000.0,57.0,LB,0,,56,17,42,52,19,57,56,58,53,55,65,68,70,45,79,43,65,73,58,48,52,52,35,55,53,56,0.0
6171,19,178.5,64.9,"CF,CAM",57,170000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,264000.0,65.0,SUB,0,,35,48,45,62,41,63,43,28,61,61,71,73,72,52,70,55,59,58,59,50,30,52,47,32,18,16,0.0
6172,21,178.5,73.9,CAM,57,230000.0,1000.0,Right,1,2,2,Medium/ Medium,Normal,454000.0,66.0,RES,0,,39,36,46,60,28,57,34,36,57,60,65,66,59,58,69,49,59,59,66,33,43,57,43,55,38,50,0.0
6175,22,178.5,74.8,"ST,LM",57,160000.0,2000.0,Left,1,3,2,Medium/ Medium,Lean,232000.0,67.0,SUB,0,,53,61,41,49,35,60,52,38,42,58,73,78,70,51,71,60,48,34,55,51,19,51,50,20,38,35,0.0
6178,19,181.0,71.2,"CDM,CM",57,190000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,394000.0,65.0,SUB,0,,52,35,49,57,31,47,31,60,55,55,62,55,63,52,64,72,60,55,64,48,53,53,35,54,60,52,0.0
6179,19,175.26,69.9,"LB,LM",57,190000.0,2000.0,Left,1,3,2,Medium/ Medium,Lean,480000.0,70.0,RES,0,,52,32,51,40,31,64,47,43,36,50,74,70,69,54,81,37,57,62,51,36,59,45,43,57,55,53,0.0
6180,20,182.88,69.9,LB,57,160000.0,1000.0,Left,1,3,2,Medium/ High,Lean,232000.0,67.0,SUB,0,,47,36,51,55,37,57,37,35,54,57,69,69,63,55,59,36,54,61,56,33,49,37,45,55,58,57,0.0
6181,19,182.88,79.8,CB,57,160000.0,1000.0,Right,1,2,2,Medium/ Medium,Normal,352000.0,71.0,SUB,0,,30,21,51,37,29,30,27,28,33,35,61,55,48,53,59,41,72,61,64,27,51,29,41,53,64,67,0.0
6182,20,178.5,69.9,"LW,RW,ST",57,150000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,218000.0,63.0,SUB,0,,44,58,44,48,50,59,53,49,36,58,74,72,77,53,75,57,66,54,48,52,23,42,52,20,27,27,0.0
6183,28,182.88,63.0,"RM,LM",57,110000.0,2000.0,Right,1,3,2,Medium/ Low,Lean,237000.0,64.0,SUB,0,,53,44,54,52,39,59,58,41,44,56,84,84,83,46,64,48,64,49,58,38,21,49,47,35,23,15,0.0
6184,26,182.88,69.9,"CB,CM",57,110000.0,1000.0,Right,1,2,2,Medium/ Medium,Lean,162000.0,69.0,SUB,0,,45,31,60,55,31,54,39,38,54,55,64,59,61,48,55,53,78,57,70,40,47,46,38,55,58,46,0.0
6185,20,182.88,62.1,RM,57,190000.0,1000.0,Right,1,2,3,Medium/ Medium,Lean,371000.0,66.0,RM,0,,50,51,48,51,47,62,47,44,45,58,72,71,52,54,65,55,60,54,44,52,24,56,47,35,30,42,0.0
6186,19,175.26,64.0,LB,57,200000.0,1000.0,Left,1,3,2,Medium/ Medium,Lean,475000.0,64.0,RES,0,,59,24,44,40,22,59,50,34,24,51,87,82,77,49,82,60,74,69,58,37,48,30,40,51,52,50,0.0
6187,25,182.88,67.1,"RB,CB",57,90000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,158000.0,62.0,SUB,0,,42,19,55,45,22,36,50,23,32,43,52,55,75,53,66,32,70,67,72,21,57,36,33,69,59,63,0.0
6188,19,178.5,66.2,LM,57,230000.0,1000.0,Left,1,2,2,Medium/ Low,Lean,690000.0,71.0,RES,0,,60,53,46,55,51,61,50,41,48,61,62,68,50,41,74,60,42,52,42,48,25,45,64,27,27,29,0.0
6189,24,187.96,84.8,CB,57,120000.0,2000.0,Right,1,2,2,Medium/ Medium,Normal,225000.0,72.0,RES,0,,21,15,54,47,13,25,16,14,27,28,36,29,34,56,52,20,62,55,68,18,59,12,13,55,59,59,0.0
6191,17,170.18,69.9,CM,57,200000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,375000.0,65.0,LCM,0,,46,44,53,60,37,59,41,34,58,60,75,79,76,54,74,55,72,65,58,43,48,53,42,53,48,45,0.0
6192,20,175.26,64.9,RM,57,220000.0,3000.0,Left,1,3,2,Medium/ Medium,Lean,,68.0,RES,0,,60,47,40,49,43,67,63,70,46,56,82,81,86,41,79,63,47,59,53,54,28,40,64,18,25,24,0.0
6193,27,178.5,68.9,RM,57,110000.0,1000.0,Right,1,3,3,Low/ Medium,Normal,138000.0,63.0,RES,0,,53,47,41,55,41,63,42,37,49,60,69,68,71,42,71,53,48,59,45,38,14,52,49,30,29,22,0.0
6194,20,185.42,74.8,ST,57,230000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,546000.0,66.0,RES,0,,30,61,62,45,39,48,37,31,29,48,73,72,65,54,58,51,69,57,65,52,11,58,66,37,19,19,0.0
6196,20,182.88,78.0,"RB,CB",57,160000.0,1000.0,Right,1,3,2,Medium/ High,Lean,312000.0,62.0,SUB,0,,48,26,52,50,29,49,39,21,41,52,66,63,52,43,57,41,67,65,69,28,57,42,23,56,58,57,0.0
6197,17,172.72,64.0,"LB,LM",57,180000.0,1000.0,Left,1,3,2,Medium/ Medium,Lean,495000.0,62.0,SUB,0,,53,31,52,59,38,58,51,43,58,59,68,70,72,55,81,54,61,66,55,36,51,51,46,51,52,53,0.0
6198,19,172.72,68.0,LM,57,190000.0,1000.0,Right,1,3,2,High/ Medium,Normal,480000.0,69.0,RES,0,,53,47,35,52,40,60,45,40,45,57,79,77,76,45,79,53,45,68,42,42,27,48,53,24,23,31,0.0
6199,19,187.96,72.1,CB,57,200000.0,2000.0,Right,1,2,2,Medium/ High,Normal,505000.0,70.0,RES,0,,28,17,60,39,21,39,23,19,31,32,63,56,41,51,56,42,71,54,65,18,55,28,33,57,64,52,0.0
6200,19,185.42,68.0,"CB,RB",57,200000.0,2000.0,Right,1,3,2,Medium/ Medium,Lean,,68.0,RES,0,,33,32,54,41,25,48,27,28,29,44,60,52,48,49,61,39,68,59,65,19,57,30,39,56,59,54,0.0
6201,19,178.5,63.0,ST,57,220000.0,3000.0,Right,1,4,3,Medium/ Medium,Stocky,556000.0,70.0,RES,0,,31,58,56,39,34,55,41,30,29,56,79,80,70,54,60,51,67,51,68,50,14,44,51,20,16,11,0.0
6202,21,175.26,71.2,LM,57,230000.0,1000.0,Left,1,2,2,Medium/ Medium,Normal,454000.0,64.0,SUB,0,,53,41,48,51,35,58,39,33,54,52,73,74,75,52,72,52,60,56,54,39,41,48,49,44,39,49,0.0
6203,20,175.26,74.8,"CM,LM",57,220000.0,3000.0,Left,1,2,2,Medium/ Medium,Lean,,62.0,RES,0,,54,41,38,66,45,63,49,40,63,61,74,77,71,50,62,52,41,60,56,43,26,59,38,50,43,40,0.0
6206,20,175.26,71.2,"CM,RB,RM",57,220000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,523000.0,62.0,SUB,0,,54,33,50,59,42,57,56,60,59,59,65,68,63,55,74,59,62,68,64,41,50,52,42,54,56,52,0.0
6209,18,187.96,79.8,CB,57,210000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,,63.0,RCB,0,,29,27,59,38,24,28,28,24,36,39,73,76,62,51,61,32,68,65,73,25,50,27,27,55,58,55,0.0
6210,34,181.0,74.8,CB,57,40000.0,1000.0,Left,1,3,2,Low/ High,Normal,62000.0,54.0,RCB,0,,48,34,60,52,41,32,19,46,51,47,35,34,29,52,34,56,67,43,66,47,56,36,52,55,56,53,0.0
6212,20,193.04,79.8,CB,57,140000.0,1000.0,Right,1,2,2,Medium/ Medium,Normal,203000.0,61.0,RCB,0,,21,20,48,38,20,30,27,29,29,36,63,64,48,60,58,32,66,65,77,24,53,34,31,58,57,53,0.0
6213,21,181.0,78.0,LB,57,140000.0,1000.0,Left,1,4,2,Medium/ Medium,Normal,231000.0,65.0,SUB,0,,49,30,56,29,26,59,32,30,24,46,72,70,58,51,65,26,55,63,60,24,56,37,35,57,61,58,0.0
6214,20,181.0,73.9,"LM,RM",57,220000.0,1000.0,Right,1,4,2,Medium/ Medium,Lean,490000.0,70.0,RES,0,,49,50,30,52,43,66,46,36,47,62,68,69,66,45,70,50,61,53,42,39,20,52,54,21,29,21,0.0
6215,28,193.04,87.1,ST,57,120000.0,2000.0,Left,1,3,2,Medium/ Medium,Stocky,,60.0,ST,0,,27,61,65,39,49,49,29,24,20,53,52,60,53,51,37,55,66,70,80,52,19,43,54,21,20,21,0.0
6216,22,175.26,74.8,CM,57,170000.0,3000.0,Right,1,4,2,High/ Medium,Normal,315000.0,65.0,LDM,0,,46,53,45,59,37,59,49,45,55,58,68,57,68,52,69,51,64,67,58,48,48,54,40,41,46,45,0.0
6217,18,167.64,66.2,"RM,RB",57,210000.0,1000.0,Right,1,2,2,High/ High,Lean,478000.0,68.0,RES,0,,61,39,58,60,39,55,53,40,52,49,64,63,55,60,86,67,64,58,40,43,42,54,51,39,49,60,0.0
6218,18,190.5,92.1,CB,57,160000.0,1000.0,Right,1,2,2,Medium/ High,Normal,404000.0,69.0,RES,0,,29,25,53,35,26,37,31,24,45,31,63,67,55,49,58,35,65,68,73,17,57,36,38,56,56,57,0.0
6219,25,182.88,79.8,ST,57,140000.0,2000.0,Right,1,3,2,High/ High,Lean,256000.0,62.0,RES,0,,39,51,53,48,48,55,37,29,41,50,89,85,76,56,59,53,63,62,62,49,15,46,57,39,19,16,0.0
6220,23,181.0,74.8,ST,57,150000.0,2000.0,Right,1,3,2,High/ Low,Normal,353000.0,64.0,SUB,0,,31,60,45,37,35,52,36,29,25,54,90,84,85,45,65,48,62,62,79,53,19,43,57,18,14,15,0.0
6221,21,185.42,78.9,ST,57,230000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,454000.0,68.0,RES,0,,45,56,56,54,49,54,31,26,27,59,57,64,54,54,54,48,69,63,64,53,14,46,63,20,18,19,0.0
6222,20,190.5,82.1,"CM,CDM",57,220000.0,3000.0,Right,1,3,2,Medium/ Medium,Lean,,62.0,RCM,0,,39,49,51,63,42,61,41,34,58,62,63,65,62,50,59,57,62,63,73,50,43,50,44,39,54,49,0.0
6223,22,170.18,73.0,RB,57,140000.0,2000.0,Right,1,2,2,Medium/ High,Stocky,231000.0,68.0,RES,0,,62,40,49,59,37,60,36,30,48,52,69,53,68,49,90,55,90,49,69,45,52,38,35,58,60,57,0.0
6224,19,178.5,78.0,CM,57,170000.0,1000.0,Right,1,2,2,Medium/ Medium,Normal,323000.0,69.0,SUB,0,,44,37,55,66,38,60,47,49,59,63,34,38,33,58,61,58,62,32,60,51,56,47,52,59,61,60,0.0
6225,25,175.26,78.0,"CDM,LB",57,110000.0,2000.0,Right,1,3,2,Low/ High,Stocky,245000.0,64.0,LWB,0,,48,37,54,53,34,58,41,30,56,52,60,64,69,53,78,39,76,75,74,27,60,32,29,58,56,52,0.0
6226,19,181.0,74.8,ST,57,220000.0,2000.0,Right,1,3,3,High/ Low,Normal,539000.0,68.0,SUB,0,,28,55,49,46,49,63,46,29,33,60,67,69,86,56,66,54,89,75,57,52,10,53,65,40,14,16,0.0
6227,19,178.5,69.9,CAM,57,210000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,499000.0,68.0,RES,0,,47,45,47,61,52,53,57,55,54,57,68,71,65,45,73,45,68,59,45,38,29,62,52,38,54,45,0.0
6228,19,178.5,74.8,RB,57,150000.0,1000.0,Right,1,3,2,High/ Medium,Lean,218000.0,65.0,RB,0,,50,22,47,53,25,56,40,23,44,55,78,76,71,50,72,31,63,68,56,21,55,48,37,47,53,51,0.0
6229,19,178.5,64.0,"RM,LM,ST",57,220000.0,1000.0,Left,1,4,2,Medium/ Medium,Lean,501000.0,67.0,RES,0,,49,54,49,53,44,58,48,46,51,59,71,69,59,50,62,49,56,49,50,47,20,52,59,19,27,21,0.0
6230,18,178.5,69.9,RB,57,210000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,578000.0,66.0,RES,0,,51,26,45,32,27,54,28,32,30,39,78,73,61,51,75,25,60,59,48,23,54,36,40,59,60,61,0.0
6231,21,178.5,64.9,ST,57,200000.0,5000.0,Right,1,3,2,Medium/ Medium,Normal,,64.0,RES,0,,31,58,52,43,40,54,33,30,28,57,75,78,70,52,61,50,57,63,68,49,18,43,54,15,20,20,0.0
6232,21,175.26,69.9,"CAM,CM",57,170000.0,1000.0,Right,1,3,3,Medium/ Medium,Normal,289000.0,70.0,RES,0,,56,42,43,62,40,56,55,39,63,57,65,65,73,52,81,60,50,42,57,32,28,57,42,45,41,46,0.0
6233,19,178.5,72.1,CAM,57,210000.0,3000.0,Right,1,3,3,High/ Low,Lean,530000.0,77.0,RES,0,,45,43,44,55,52,57,49,45,56,59,71,62,72,53,67,51,52,48,53,40,34,68,44,33,45,34,0.0
6234,19,182.88,68.9,"CM,CAM",57,210000.0,1000.0,Right,1,3,3,Medium/ Medium,Lean,504000.0,75.0,RES,0,,54,51,55,61,52,65,57,44,57,64,65,63,66,55,64,55,62,48,51,40,30,63,56,46,41,49,0.0
6235,21,190.5,73.0,ST,57,190000.0,6000.0,Right,1,3,2,Medium/ Medium,Lean,399000.0,78.0,RES,0,,30,57,63,41,42,46,30,31,36,58,60,60,49,46,53,60,67,61,71,47,18,47,50,21,36,34,0.0
6237,18,172.72,64.9,CAM,57,210000.0,1000.0,Right,1,3,2,High/ Medium,Lean,446000.0,69.0,RES,0,,40,48,37,61,42,55,43,35,55,61,76,74,59,44,69,43,53,48,42,36,25,56,41,39,38,45,0.0
6238,21,182.88,64.0,"CB,CDM",57,210000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,499000.0,65.0,SUB,0,,27,23,55,51,29,24,26,27,24,45,55,53,37,52,67,33,70,52,65,21,51,28,35,57,59,54,0.0
6239,31,185.42,79.8,"CM,CDM",57,100000.0,1000.0,Right,1,3,2,Medium/ Low,Normal,155000.0,54.0,RCM,0,,57,55,57,58,42,53,53,55,56,58,51,54,59,47,51,57,49,68,77,57,58,55,56,36,53,53,0.0
6240,19,172.72,64.0,CAM,57,210000.0,4000.0,Right,1,3,2,Medium/ Medium,Normal,530000.0,77.0,RES,0,,56,45,41,60,45,55,43,48,58,57,67,69,66,56,72,53,59,66,46,34,33,59,50,31,42,39,0.0
6242,20,175.26,64.0,"CAM,CF",57,160000.0,2000.0,Right,1,2,2,Medium/ Low,Lean,304000.0,72.0,RES,0,,58,58,41,63,40,59,42,37,58,62,64,69,46,49,78,53,57,43,39,29,25,51,46,38,43,45,0.0
6243,18,181.0,67.1,CB,57,190000.0,3000.0,Right,1,2,2,Medium/ Medium,Normal,480000.0,77.0,RES,0,,32,23,58,38,27,32,33,28,30,38,62,61,48,51,67,41,70,65,68,26,55,35,35,57,58,56,0.0
6245,18,172.72,63.0,"LM,CAM,LB",57,230000.0,1000.0,Left,1,2,2,Medium/ Medium,Lean,587000.0,61.0,LM,0,,55,38,37,54,43,60,58,62,55,61,61,61,70,44,65,48,42,55,43,31,21,61,49,28,45,48,0.0
6246,18,175.26,69.9,"LM,LB",57,230000.0,3000.0,Left,1,4,3,High/ Medium,Lean,667000.0,76.0,RES,0,,55,52,43,52,46,60,55,38,40,57,79,79,72,43,80,56,57,49,38,43,49,50,50,46,45,42,0.0
6247,19,175.26,64.9,LB,57,190000.0,3000.0,Left,1,3,2,High/ Medium,Normal,480000.0,77.0,RES,0,,54,30,53,42,36,66,37,39,33,47,79,76,74,56,60,29,54,47,47,31,56,38,45,56,62,53,0.0
6248,18,187.96,87.1,ST,57,210000.0,1000.0,Right,1,2,2,Medium/ Medium,Normal,499000.0,66.0,SUB,0,,29,54,62,44,34,52,36,29,31,53,71,75,57,53,50,51,68,55,76,50,16,48,55,15,17,13,0.0
6249,18,187.96,74.8,ST,57,220000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,523000.0,65.0,RES,0,,34,58,59,48,51,50,35,23,34,53,63,61,52,51,53,56,63,50,68,49,18,43,63,12,11,12,0.0
6250,23,175.26,78.0,CM,57,140000.0,1000.0,Right,1,2,2,Medium/ Medium,Normal,273000.0,65.0,SUB,0,,31,46,51,61,35,58,36,30,54,57,45,51,66,58,61,47,70,64,48,49,49,53,57,44,48,38,0.0
6251,28,187.96,83.9,"CDM,CM",57,100000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,163000.0,54.0,LCM,0,,50,48,57,60,34,52,37,44,55,53,42,45,33,53,40,57,61,48,71,52,57,52,43,52,57,55,0.0
6254,21,178.5,68.9,"LM,LW",57,230000.0,2000.0,Right,1,3,3,Medium/ Low,Lean,546000.0,60.0,LW,0,,53,51,35,54,42,60,51,32,49,54,73,71,70,48,84,40,33,63,58,38,21,53,44,30,32,28,0.0
6255,21,175.26,68.0,"LM,LB",57,180000.0,1000.0,Left,1,3,2,Medium/ Medium,Normal,297000.0,65.0,SUB,0,,59,41,40,54,36,59,51,40,48,52,78,72,77,49,78,50,67,65,48,46,52,43,43,50,54,52,0.0
6257,25,181.0,77.1,CM,57,140000.0,1000.0,Right,1,2,2,Medium/ Medium,Lean,221000.0,69.0,SUB,0,,41,55,43,64,39,60,31,34,62,61,65,68,61,47,64,54,62,51,60,48,42,48,37,57,59,55,0.0
6258,22,182.88,76.2,CB,57,140000.0,1000.0,Right,1,3,2,Medium/ High,Lean,203000.0,67.0,RES,0,,25,23,56,65,22,26,19,37,58,48,69,62,55,47,51,45,71,56,66,26,55,31,40,46,63,57,0.0
6259,20,172.72,68.0,"LM,CF",57,220000.0,1000.0,Left,1,3,2,Medium/ Medium,Lean,468000.0,71.0,RES,0,,49,49,36,54,55,64,45,37,46,59,77,67,90,52,83,54,45,47,37,44,24,50,53,14,34,37,1.0
6260,19,172.72,67.1,LB,57,190000.0,1000.0,Left,1,3,2,High/ Medium,Lean,451000.0,62.0,SUB,0,,54,23,35,45,20,56,47,22,36,52,80,78,75,58,73,39,68,60,48,26,50,45,33,52,55,53,0.0
6261,20,181.0,68.9,"CM,RB",57,220000.0,1000.0,Right,1,3,2,Medium/ Medium,Lean,523000.0,63.0,LCM,0,,45,42,41,64,38,58,45,38,58,55,68,71,67,55,69,51,46,65,60,39,44,55,44,56,58,56,0.0
6262,22,181.0,87.1,CB,57,160000.0,2000.0,Right,1,2,2,Medium/ Medium,Normal,296000.0,64.0,SUB,0,,29,23,54,43,22,20,22,28,33,31,46,51,40,46,65,30,71,49,69,16,54,28,33,62,59,56,0.0
6263,17,178.5,69.9,CM,57,200000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,580000.0,69.0,RES,0,,46,44,50,64,47,54,43,50,62,58,64,65,54,50,53,56,57,60,48,51,45,54,54,43,48,44,0.0
6264,23,178.5,74.8,"LM,RM",57,150000.0,2000.0,Right,1,4,4,Medium/ Medium,Lean,293000.0,66.0,RES,0,,53,41,27,50,42,70,48,41,32,65,78,74,78,40,83,59,45,50,37,42,22,49,52,23,21,19,0.0
6265,24,187.96,79.8,CB,57,110000.0,1000.0,Right,1,2,2,Low/ Medium,Normal,245000.0,64.0,LCB,0,,24,22,56,30,25,28,20,23,24,38,60,59,38,46,51,40,66,70,82,18,58,21,36,55,59,52,0.0
6266,18,181.0,69.9,"LB,LWB",57,190000.0,2000.0,Left,1,3,2,High/ Medium,Normal,480000.0,76.0,RES,0,,58,34,49,36,29,65,39,38,32,45,76,73,71,53,60,35,62,56,56,37,56,43,50,54,60,58,0.0
6267,24,185.42,73.0,RM,57,140000.0,1000.0,Right,1,3,2,High/ Medium,Lean,217000.0,62.0,RM,0,,51,49,35,54,54,59,43,38,50,56,66,77,57,52,79,60,53,59,68,41,26,48,50,31,30,26,0.0
6270,21,181.0,64.9,ST,57,230000.0,2000.0,Right,1,3,2,Medium/ Low,Lean,523000.0,65.0,SUB,0,,38,56,54,52,46,58,37,36,44,59,69,77,61,53,74,49,68,54,56,45,18,54,58,21,17,21,0.0
6272,21,187.96,76.2,CB,57,160000.0,6000.0,Right,1,2,2,Medium/ Medium,Lean,336000.0,79.0,RES,0,,29,21,55,48,20,32,19,26,37,42,59,65,53,41,52,38,64,54,70,26,52,38,21,58,54,52,0.0
6273,19,175.26,68.0,ST,57,220000.0,1000.0,Right,1,3,2,High/ Medium,Lean,523000.0,67.0,SUB,0,,42,56,50,53,47,53,48,35,42,57,70,69,64,54,65,55,72,60,57,52,15,52,56,14,22,23,0.0
6274,19,187.96,88.9,"CDM,RM",57,190000.0,2000.0,Right,1,3,2,Medium/ Medium,Stocky,494000.0,71.0,SUB,0,,48,42,55,68,39,57,44,42,57,58,62,64,64,51,67,49,70,56,77,45,52,45,46,40,51,59,0.0
6275,20,181.0,73.9,CB,57,200000.0,1000.0,Right,1,2,2,Low/ High,Normal,395000.0,60.0,SUB,0,,28,24,56,37,22,22,25,27,30,33,63,60,50,46,65,39,69,56,67,30,54,28,38,58,60,55,0.0
6276,20,185.42,84.8,CB,57,200000.0,1000.0,Right,1,2,2,Medium/ Medium,Normal,505000.0,70.0,SUB,0,,30,19,56,38,30,30,29,25,28,29,64,60,48,49,57,40,66,59,63,21,50,34,36,54,65,64,0.0
6278,19,178.5,64.0,"ST,RW",57,220000.0,2000.0,Right,1,3,2,Medium/ Medium,Lean,479000.0,68.0,SUB,0,,55,57,53,53,42,58,34,29,40,51,77,71,67,55,70,48,61,55,58,49,24,56,62,24,24,17,0.0
6281,21,193.04,77.1,CDM,57,150000.0,1000.0,Left,1,3,2,Medium/ Medium,Lean,248000.0,68.0,CDM,0,,45,38,48,60,34,57,36,33,56,57,62,63,53,53,46,53,56,52,76,29,51,52,45,48,58,61,0.0
6282,19,172.72,59.0,"RM,ST",57,210000.0,2000.0,Right,1,3,2,Medium/ Low,Lean,478000.0,67.0,RES,0,,52,53,38,54,45,57,50,47,50,53,76,77,56,51,81,49,47,53,38,46,24,51,47,22,27,25,0.0
6283,18,193.04,77.1,CDM,57,180000.0,1000.0,Right,1,4,2,High/ High,Lean,383000.0,69.0,RES,0,,33,36,55,60,35,55,38,38,58,58,71,80,62,57,53,49,66,67,64,35,50,60,45,51,50,52,0.0
6284,18,190.5,84.8,CB,57,190000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,451000.0,64.0,SUB,0,,27,19,60,54,27,31,22,29,42,36,62,57,39,46,36,41,66,55,74,20,48,25,33,51,58,56,0.0
6285,20,181.0,72.1,RM,57,190000.0,1000.0,Right,1,3,2,Medium/ Medium,Normal,295000.0,67.0,SUB,0,,49,54,43,57,36,55,31,32,55,53,71,72,76,53,73,50,63,64,57,41,40,49,44,55,39,31,0.0
6286,20,182.88,68.9,ST,57,220000.0,1000.0,Right,1,3,2,High/ Medium,Lean,468000.0,69.0,SUB,0,,33,57,61,46,42,55,35,25,29,55,78,76,73,51,65,55,75,60,55,50,20,40,55,20,15,15,0.0
6288,21,178.5,74.8,CDM,57,140000.0,2000.0,Right,1,3,2,Medium/ Medium,Normal,259000.0,67.0,SUB,0,,48,32,51,58,28,54,31,37,54,57,62,52,58,56,65,40,64,48,56,36,57,49,44,55,58,57,0.0
